Key	Korean	English
leviathan_affinity_03_022_body	이제 사건의 전체 흐름을 설명하겠습니다.	I will now explain the full sequence of events.
leviathan_affinity_03_023_body	셰리는 취기로 인해 혼자 몸을 가누기 어려운 상태였습니다.	Due to intoxication, Sherry had difficulty keeping herself upright alone.
leviathan_affinity_03_024_body	그분은 셰리를 부축하여 안전한 장소까지 이동시켰고, 물을 제공했습니다.	That person supported Sherry, moved her to a safe place, and provided water.
leviathan_affinity_03_025_body	이 과정에서 불필요한 신체 접촉은 확인되지 않았습니다. 이후 그분은 즉시 자리를 떠났습니다.	No unnecessary physical contact was detected during this process. Afterward, that person left immediately.
leviathan_affinity_03_026_body	휴, 훌륭한 역전극이었어. 위험했다고. 몇 초만 늦었으면 내 유죄 판결이 확정될 뻔했잖아.	Whew, that was a fine reversal. That was dangerous. A few seconds later and my guilty verdict would have been sealed.
leviathan_affinity_03_027_body	그렇다면... 레비아탄이 오해한 것이군요.	Then... Leviathan misunderstood.
leviathan_affinity_03_028_body	죄송합니다... 셰리 님을 의심하다니... 레비아탄은 팬으로서도, 신도로서도 실격이에요...	I am sorry... To think I doubted Sherry... Leviathan is a failure as a fan and as a believer...
leviathan_affinity_03_029_body	내가 종교를 운영한 기억은 없는데. 아무튼 오해가 풀렸으면 됐어.	I do not remember running a religion. Anyway, as long as the misunderstanding is cleared up, it is fine.
leviathan_affinity_03_030_body	용서해 주시는 건가요...?	Are you forgiving me...?
leviathan_affinity_03_031_body	그래. 울지 마. 애초에 과음한 내 책임도 있으니까.	Yeah. Do not cry. I am partly responsible for drinking too much in the first place.
leviathan_affinity_03_032_body	그럼 앞으로는 셰리 님이 약해지실 때, 반드시 레비아탄에게 의지해 주세요.	Then from now on, whenever Sherry feels weak, please rely on Leviathan.
leviathan_affinity_03_033_body	술에 취한 밤도, 잠들기 전의 숨소리도, 눈을 뜨기 전의 고요함도... 레비아탄이 전부 지켜드릴게요.	On drunken nights, in the breathing before sleep, in the silence before you open your eyes... Leviathan will watch over all of it.
leviathan_affinity_03_034_body	고맙긴 한데, 사랑이 너무 무겁네.	I appreciate it, but that love is way too heavy.
leviathan_affinity_03_035_body	셰리 님이 다른 사람의 어깨를 빌려야 하는 상황 자체를 만들고 싶지 않아요.	I do not want a situation to exist where Sherry has to borrow someone else's shoulder.
leviathan_affinity_03_036_body	그러니까 앞으로는 레비아탄이 항상 곁에 있을게요. 셰리 님이 부르기 전부터요.	So from now on, Leviathan will always be by your side. Even before Sherry calls.
leviathan_affinity_03_037_body	이상하네. 무죄 판결을 받은 줄 알았는데 보호관찰이 시작됐어.	That is strange. I thought I had been found innocent, but now probation has started.
leviathan_affinity_03_038_body	스트레이의 시설 랭크가 상승했다!	Stray's facility rank has increased!
