Key,Korean,English
combat_comment_enemy_bleed_dot_format,심연의 출혈! {0:이가} {1}의 지속 피해를 입습니다.,Abyssal Bleed! {0} takes {1} damage over time.
combat_comment_enemy_burn_dot_format,지옥의 플람베! {0:이가} {1}의 화상 피해를 입습니다.,Hell Flambe! {0} takes {1} burn damage.
combat_comment_last_train_home,라스트 트레인 홈 발동!!,Last Train Home activated!!
combat_comment_break_recover_format,{0:이가} 그로기 상태에서 정신을 차렸습니다.,{0} recovered from groggy state.
combat_comment_enemy_turn_format,{0}의 차례입니다!,It is {0}'s turn!
combat_comment_charge_release_format,{0:이가} 모아둔 기를 방출합니다!,{0} releases stored energy!
combat_comment_player_action_prompt_format,{0} 어떤 공격을 할까요?,{0} what attack will you use?
combat_comment_charge_start_format,{0:이가} 기를 모으기 시작합니다!,{0} starts gathering energy!
combat_comment_reflect_format,[인과율 발동!] 튕겨낸 힘으로 적에게 {0}의 고정 피해를 반사합니다!,Causality activated! Reflected {0} fixed damage to the enemy!
combat_comment_regen_trigger_format,{0}의 지속 회복 효과 발동!,{0}'s regeneration effect activated!
combat_comment_overheat_trigger,과열(Overheat) 디버프 발동!!,Overheat debuff activated!!
combat_comment_let_you_down_trigger,렛 유 다운(Let You Down) 추가 피해 발동!,Let You Down bonus damage activated!
combat_buff_active_stacks_format,{0} [활성 스택: {1}],{0} [Active Stacks: {1}]
combat_buff_permanent_effect_format,{0} [영구 효과],{0} [Permanent Effect]
combat_buff_current_value_suffix_format, (현재 값: {0}), (Current Value: {0})
combat_buff_current_value_duration_suffix_format, (현재 값: {0} / {1}), (Current Value: {0} / {1})
combat_buff_permanent,영구,Permanent
combat_buff_one_turn,1턴,1 turn
combat_buff_turns_format,{0}턴,{0} turns
