Key,Korean,English
help_karin_equipment_body,카린은 전용 장비를 사용할 수 있습니다.\n\n보스를 처치할 때마다 전용 장비를 1개 획득할 수 있습니다.\n\n전투에서 카린은 자신의 턴마다 장착한 장비를 사용합니다.\n\n카린의 행동력은 주인공의 행동력에 비례합니다.,Karin can use exclusive equipment.\n\nEach time you defeat a boss you can obtain 1 piece of exclusive equipment.\n\nIn battle Karin uses her equipped item on each of her turns.\n\nKarin's AP is based on the protagonist's AP.
,,
help_equipment_category,장비,Equipment
help_equipment_body,장비에는 총 4가지 등급이 존재합니다. 일반 희귀 에픽 전설.\n\n전설 아이템을 제외한 아이템에는 총 3개의 성급이 존재합니다.\n\n동일한 종류와 성급의 아이템을 3개 모으면 더 높은 성급의 아이템으로 합쳐집니다.\n\n전설 아이템은 단 하나만 존재합니다.\n\n전설 아이템을 제외한 다른 아이템은 9개씩 존재합니다.\n\n아이템이 최대 성급까지 강화되면 더 이상 등장하지 않습니다.,Equipment has 4 grades. Common Rare Epic and Legendary.\n\nItems except Legendary items have 3 star levels.\n\nCollecting 3 items of the same type and star level merges them into an item with a higher star level.\n\nOnly 1 Legendary item exists.\n\nEach non Legendary item exists in a quantity of 9.\n\nOnce an item reaches the maximum star level it will no longer appear.
,,
help_class_category,클래스,Classes
help_class_body,주인공의 장비는 각각 클래스를 가집니다.\n\n획득한 장비의 품질과 개수에 따라 각 클래스의 시너지가 발동됩니다.\n\n각 클래스 아이템의 성급과 개수에 따라 시너지 점수가 계산됩니다.\n\n동일한 종류의 아이템은 가장 높은 아이템 1개의 성급만 계산에 반영됩니다.\n\n전설 아이템은 시너지 점수에서 2점으로 계산됩니다.\n\n각 클래스는 2점 4점 6점마다 보너스를 제공합니다.\n\n인간 강도 시너지는 조력자 영입을 거절할 때마다 증가합니다.,Each piece of the protagonist's equipment has a class.\n\nClass synergies activate based on the quality and quantity of equipment obtained.\n\nSynergy points are calculated based on the star level and quantity of each class item.\n\nFor items of the same type only the star level of the highest item is counted.\n\nLegendary items count as 2 synergy points.\n\nEach class provides bonuses at 2 points 4 points and 6 points.\n\nThe Human Strength synergy increases each time you refuse to recruit a supporter.
,,
help_facility_category,시설,Facilities
help_facility_body,각 시설의 운영자를 영입한 후 시설을 이용하면 시설 레벨이 최대 3까지 증가합니다.\n\n시설 레벨이 증가할 때마다 시설이 더욱 강력한 효과를 제공합니다.\n\n슬러프: 힘 방어 속도 운을 강화할 수 있습니다. 또한 시설 사용 시 체력이 최대치까지 회복됩니다.\n\n파시오네: 골드로 장비를 구매할 수 있습니다. 재입고를 통해 진열된 물건을 새로고침할 수 있습니다.\n\n벨벳 소서: 슬롯머신을 돌려서 무작위 확률로 골드를 획득할 수 있습니다. 레버를 사용해 행운을 거머쥐세요.\n\n언체인: 스킬 종류를 선택하고 해당 종류의 스킬 중 하나의 레벨을 상승시킵니다.\n\n스트레이: 체력 브레이크 저항 행동력을 강화할 수 있습니다.\n\n카페 메이러스트: 조력자의 스킬 레벨을 상승시킬 수 있습니다.\n\n견반점: 무작위로 스킬 진화 선택지가 제공됩니다.,After recruiting a facility operator using that facility can increase its facility level up to 3.\n\nEach time the facility level increases the facility provides stronger effects.\n\nSlough: You can enhance Strength Defense Speed and Luck. Also fully recovers HP when using the facility.\n\nPassione: You can buy equipment with gold. You can refresh the displayed goods through restocking.\n\nVelvet Saucer: You can play the slot machine to gain gold at random. Pull the lever and seize your luck.\n\nUnchain: Choose a skill type and increase the level of one skill from that type.\n\nStray: You can enhance HP Break Resistance and AP.\n\nCafe Mailust: You can increase supporter skill levels.\n\nKyeonhanten: Random skill evolution choices are provided.
,,
help_battle_category,전투,Battle
help_battle_body,체력이 0이 되면 패배합니다.\n\n그로기 수치가 최대까지 차면 그로기 상태에 빠집니다.\n\n그로기 상태에서는 턴이 후순위로 밀리고 받는 피해가 증가합니다.\n\n주인공은 스타일 랭크를 가지며 최대 SSS까지 올릴 수 있습니다.\n\n스타일 랭크가 높을수록 주는 피해량이 늘어나며 SSS일 때 궁극기를 사용할 수 있습니다.\n\n궁극기를 사용하고 나면 스타일 랭크는 초기화됩니다.\n\n스타일 랭크는 이전에 사용한 스킬과 다른 종류의 스킬 사용 치명타 적중 적의 공격 회피 카린의 공격 조력자의 배틀 스킬 사용으로 상승시킬 수 있습니다.\n\n주인공은 턴마다 스킬을 1가지 사용할 수 있습니다.\n\n스타일 랭크를 빠르게 상승시키기 위해 여러 종류의 스킬을 사용하세요.\n\n영구 버프는 제거되거나 강탈당하지 않습니다.\n\n플레이어의 턴에 버프 아이콘을 클릭해서 효과를 볼 수 있습니다.\n\n플레이어의 턴에 분석 버튼으로 적의 스테이터스와 스킬을 확인할 수 있습니다.,If HP reaches 0 you are defeated.\n\nWhen the groggy gauge fills to the maximum you enter the Groggy state.\n\nWhile Groggy your turn is pushed back and damage taken increases.\n\nThe protagonist has a Style Rank and it can be raised up to SSS.\n\nThe higher the Style Rank is the more damage you deal and at SSS you can use an ultimate skill.\n\nAfter using an ultimate skill the Style Rank resets.\n\nStyle Rank can be increased by using a skill type different from the previously used skill landing a critical hit evading an enemy attack Karin's attack and using a supporter's Battle Skill.\n\nThe protagonist can use 1 skill each turn.\n\nUse multiple types of skills to raise Style Rank quickly.\n\nPermanent buffs cannot be removed or stolen.\n\nOn the player's turn you can click a buff icon to view its effect.\n\nOn the player's turn you can use the Analysis button to check the enemy's stats and skills.
,,
help_endless_battle_category,무한 전투,Endless Battle
help_endless_battle_body,터로 진입할 수 있습니다.\n\n클리어 당시의 육성 상태로 보스와 연속 전투를 하는 모드입니다.\n\n전투 최초 진입 전에 조력자와 카린 장비를 조정할 수 있습니다.\n\n보스를 쓰러뜨릴 때마다 다음 보스는 더욱 강력해집니다.\n\n최고 기록을 향해 도전해 보세요.,You can enter this mode with clear data.\n\nThis is a mode where you fight bosses in sequence using the growth state from when you cleared the game.\n\nBefore entering battle for the first time you can adjust your supporter and Karin equipment.\n\nEach time you defeat a boss the next boss becomes stronger.\n\nChallenge yourself and aim for the highest record.
