Key,Korean,English
supporter_battle_deal_with_the_devil,Deal with the Devil: 적에게 무작위로 6가지 효과 중 하나를 적용합니다. 셰리의 운이 높을수록 좋은 효과가 발생할 확률이 높아집니다,Deal with the Devil: Randomly applies 1 of 6 effects to the enemy. The higher Sherry's Luck is the higher the chance of a favorable effect.
,,
supporter_passive_if_i_could_be_a_constellation,별자리가 될 수 있다면: 전투 종료마다 (10%/20%/35%) 확률로 일반 등급 아이템을 획득합니다,If I Could Be a Constellation: At the end of each battle there is a (10%/20%/35%) chance to obtain a Common grade item.
supporter_start_guitar_loneliness_blue_planet,기타와 고독과 푸른 행성: 적의 AP를 3턴간 (15%/25%/40%) 감소시키고 셰리의 AP를 3턴간 (10%/20%/30%) 상승시킵니다,Guitar Loneliness and Blue Planet: Decreases enemy AP by (15%/25%/40%) for 3 turns and increases Sherry's AP by (10%/20%/30%) for 3 turns.
supporter_battle_sweet_hurt,Sweet Hurt: 적에게 5타 다단 히트 피해를 입힙니다. 각 타격마다 적의 버프 1개의 잔여 턴을 1턴씩 줄입니다. 줄인 버프 턴 1개당 피해량이 (15%/20%/30%) 증가합니다,Sweet Hurt: Deals 5 hit multi hit damage to the enemy. Each hit reduces the remaining duration of 1 enemy buff by 1 turn. Damage increases by (15%/20%/30%) for each buff turn reduced.
,,
supporter_passive_im_the_only_ghost,나만 유령이야: 전투 종료마다 (10%/15%/25%) 확률로 힘 방어 속도 운 중 하나가 (1/2/3)만큼 상승합니다,I'm the Only Ghost: At the end of each battle there is a (10%/15%/25%) chance to increase one stat from Strength Defense Speed or Luck by (1/2/3).
supporter_start_neat3,Neat3: 3턴간 운이 (15%/20%/30%)만큼 증가합니다. 전투 시작 즉시 행동 수치를 (100/150/200)만큼 채워줍니다,Neat3: Increases Luck by (15%/20%/30%) for 3 turns. Immediately fills the action gauge by (100/150/200) at the start of battle.
supporter_battle_happy_spiral,해피 스파이럴: 적의 방어를 (20%/30%/40%)만큼 무시하는 강력한 피해를 입힙니다. 스킬 사용 후 (40%/35%/20%) 확률로 숙취가 발생하여 루시퍼의 행동 수치가 50만큼 감소합니다,Happy Spiral: Deals powerful damage that ignores (20%/30%/40%) of enemy Defense. After using this skill there is a (40%/35%/20%) chance of Hangover reducing Lucifer's action gauge by 50.
,,
supporter_passive_viva_namida,Viva Namida: 전투 종료 후 획득하는 골드가 (10%/20%/35%)만큼 증가합니다,Viva Namida: Gold gained after battle increases by (10%/20%/35%).
supporter_start_freekn_you,Freek'n You: 3턴간 적의 명중률을 (15%/20%/30%)만큼 감소시키고 방어를 (10%/15%/25%)만큼 감소시킵니다,Freek'n You: Decreases enemy Hit Rate by (15%/20%/30%) and Defense by (10%/15%/25%) for 3 turns.
supporter_battle_layer_cake,Layer Cake: 9개의 효과 중 무작위로 3개를 사용합니다. 스킬 레벨에 따라 효과가 강해집니다,Layer Cake: Uses 3 random effects from a pool of 9. Effects become stronger based on skill level.
,,
supporter_passive_wo_ai_ni,워 아이 니: 전투 종료마다 획득하는 경험치가 (10%/20%/35%)만큼 증가합니다,Wo Ai Ni: EXP gained after battle increases by (10%/20%/35%).
supporter_start_lock_on,록온: 3턴 동안 셰리의 힘과 방어가 (15%/25%/35%)만큼 증가합니다,Lock On: Increases Sherry's Strength and Defense by (15%/25%/35%) for 3 turns.
supporter_battle_dont_make_me_a_shrew,말괄량이로 만들지 마: 적에게 5타 다단 히트 피해를 입힙니다. 각 타격이 적중할 때마다 (15%/20%/30%) 확률로 적이 보유 중인 디버프 1개의 지속 시간을 1턴 연장합니다,Don't Make Me a Wild Girl: Deals 5 hit multi hit damage to the enemy. Each successful hit has a (15%/20%/30%) chance to extend the duration of 1 enemy debuff by 1 turn.
