Key,Korean,English
syn_final_decision_desc,매 턴 적에게 힘/방어/속도/운 중 하나가 5% 감소하는 디버프를 부여합니다. Hunting Soul과 중첩됩니다,Each turn inflict a debuff on the enemy that decreases one of Strength/Defense/Speed/Luck by 5%. Stacks with Hunting Soul.
syn_komm_susser_tod_name,komm susser tod,Komm Susser Tod
syn_komm_susser_tod_desc,적이 보유 중인 디버프 1개당 피해 증폭이 3%씩 상승합니다,Damage amplification increases by 3% for each debuff on the enemy.
,,
item_walk_like_an_egyptian_name,Walk Like an Egyptian,Walk Like an Egyptian
item_walk_like_an_egyptian_desc,사용자를 흡혈귀로 변하게 하는 기묘한 가면,A bizarre mask that turns its wearer into a vampire.
item_walk_like_an_egyptian_bonus,받는 피해량이 (2%/10%/35%)만큼 감소합니다,Damage taken decreases by (2%/10%/35%).
item_jane_doe_name,JANE DOE,JANE DOE
item_jane_doe_desc,폭탄의 악마의 힘을 사용하던 소녀가 착용하던 초커,A choker once worn by a girl who used the power of the Bomb Devil.
item_jane_doe_bonus,잃은 체력에 비례하여 피해 증폭이 최대 (10%/40%/120%)까지 상승합니다,Damage amplification increases up to (10%/40%/120%) based on missing HP.
item_monsters_are_killed_by_humans_name,괴물을 죽이는 것은 언제나 인간이다,It Is Always Humans Who Kill Monsters
item_monsters_are_killed_by_humans_desc,No Life King이 사용하던 대괴물용 자동권총,An anti monster automatic pistol once used by the No Life King.
item_monsters_are_killed_by_humans_bonus,잃은 체력에 비례하여 힘 방어 속도 운이 최대 (5%/25%/70%)까지 상승합니다,Strength Defense Speed and Luck increase up to (5%/25%/70%) based on missing HP.
item_no_paradise_after_escape_name,도망쳐서 도착한 곳에 낙원이란 있을 수 없는 거야,There Is No Paradise Waiting After You Run Away
item_no_paradise_after_escape_desc,낙인의 검사가 착용하던 늑대 형상의 갑주,Wolf shaped armor once worn by the branded swordsman.
item_no_paradise_after_escape_bonus,전투당 1회 사망에 이르는 피해를 체력 1로 버팁니다. IRIS OUT이 활성화되어 있다면 생존 직후 최대 체력의 100%를 회복합니다,Once per battle survive lethal damage with 1 HP. If IRIS OUT is active recover 100% of Max HP immediately after surviving.
syn_dogland_name,Dogland,Dogland
syn_dogland_desc,받는 피해 감소가 10% 상승합니다,Damage reduction increases by 10%.
syn_kick_back_name,KICK BACK,KICK BACK
syn_kick_back_desc,잃은 체력에 비례하여 피해 증폭이 최대 50%까지 상승합니다,Damage amplification increases up to 50% based on missing HP.
syn_iris_out_name,IRIS OUT,IRIS OUT
syn_iris_out_desc,전투당 1회 사망에 이르는 피해를 체력 1로 버팁니다. 광전사의 갑주를 보유 중이라면 생존 직후 최대 체력의 100%를 회복합니다,Once per battle survive lethal damage with 1 HP. If you have the Berserker Armor recover 100% of Max HP immediately after surviving.
,,
item_where_our_blue_is_name,푸르름이 사는 곳,Where Our Blue Is
item_where_our_blue_is_desc,현대 최강의 주술사가 착용하던 안대,A blindfold once worn by the strongest modern sorcerer.
item_where_our_blue_is_bonus,피해 흡혈이 (1%/5%/20%)만큼 증가합니다,Damage lifesteal increases by (1%/5%/20%).
item_lost_in_paradise_name,LOST IN PARADISE,LOST IN PARADISE
item_lost_in_paradise_desc,저주의 왕의 혼이 담긴 손가락,A finger containing the soul of the King of Curses.
item_lost_in_paradise_bonus,잃은 체력에 비례하여 피해 흡혈이 최대 (2%/10%/30%)까지 증가합니다,Damage lifesteal increases up to (2%/10%/30%) based on missing HP.
item_glassy_sky_name,Glassy Sky,Glassy Sky
item_glassy_sky_desc,척안의 왕이라 불리던 남자의 가면,A mask once worn by the man known as the One Eyed King.
item_glassy_sky_bonus,모든 회복 효과의 효율이 (7%/27%/100%)만큼 증가합니다,All healing effect efficiency increases by (7%/27%/100%).
item_fly_me_to_the_moon_name,Fly Me To The Moon,Fly Me To The Moon
item_fly_me_to_the_moon_desc,결계를 무효화하는 신비로운 창,A mystical spear that nullifies barriers.
item_fly_me_to_the_moon_bonus,최대 체력을 초과하여 회복한 수치의 최대 체력 비례 수치의 0.5%만큼 1턴간 피해 증폭을 획득합니다,Gain 1 turn of damage amplification equal to 0.5% of overhealing as a percentage of Max HP.
syn_unravel_name,Unravel,Unravel
syn_unravel_desc,피해 흡혈이 3% 상승합니다,Damage lifesteal increases by 3%.
syn_seasons_die_one_after_another_name,계절은 차례차례 죽어간다,The Seasons Die One After Another
syn_seasons_die_one_after_another_desc,모든 회복 효과의 효율이 20% 상승합니다,All healing effect efficiency increases by 20%.
syn_asphyxia_name,Asphyxia,Asphyxia
syn_asphyxia_desc,최대 체력을 초과하여 회복한 수치의 최대 체력 비례 수치의 1%만큼 1턴간 피해 증폭을 획득합니다,Gain 1 turn of damage amplification equal to 1% of overhealing as a percentage of Max HP.
,,
syn_friend_name,Friend,Friend
syn_negotiator_name,Negotiator,Negotiator
syn_full_name_name,Full Name,Full Name
syn_rumor_name,Rumor,Rumor
syn_a_feeling_close_to_lust_name,A Feeling Close To Lust,A Feeling Close To Lust
syn_innocent_prank_name,Innocent Prank,Innocent Prank
syn_bad_bully_name,Bad Bully,Bad Bully
,,
syn_friend_desc,힘 방어 속도 운 체력 행동력 브레이크 저항이 5% 상승합니다,Strength Defense Speed Luck HP AP and Break Resistance increase by 5%.
syn_negotiator_desc,힘 방어 속도 운 체력 행동력 브레이크 저항이 10% 상승합니다,Strength Defense Speed Luck HP AP and Break Resistance increase by 10%.
syn_full_name_desc,힘 방어 속도 운 체력 행동력 브레이크 저항이 20% 상승합니다,Strength Defense Speed Luck HP AP and Break Resistance increase by 20%.
syn_rumor_desc,힘 방어 속도 운 체력 행동력 브레이크 저항이 40% 상승합니다,Strength Defense Speed Luck HP AP and Break Resistance increase by 40%.
syn_a_feeling_close_to_lust_desc,힘 방어 속도 운 체력 행동력 브레이크 저항이 75% 상승합니다,Strength Defense Speed Luck HP AP and Break Resistance increase by 75%.
syn_innocent_prank_desc,힘 방어 속도 운 체력 행동력 브레이크 저항이 130% 상승합니다,Strength Defense Speed Luck HP AP and Break Resistance increase by 130%.
syn_bad_bully_desc,힘 방어 속도 운 체력 행동력 브레이크 저항이 200% 상승합니다,Strength Defense Speed Luck HP AP and Break Resistance increase by 200%.
